-0.29911,0.57233,-1
-0.83648,-0.1436,-1
0.0080639,-0.0070249,-1
-0.34317,0.42961,-1
0.32155,-0.20824,-1
-0.21707,-0.21265,-1
0.42945,0.042832,-1
0.53101,-0.25217,-1
-0.22858,-0.58696,-1
0.73394,-0.012347,-1
0.30354,0.57189,-1
0.53904,0.62822,-1
0.41222,-0.18582,-1
-0.30733,-0.88525,-1
0.15146,0.066678,-1
0.028101,-0.81834,-1
0.015731,-0.6458,-1
0.66172,-0.34758,-1
-0.089699,-0.36379,-1
0.31616,0.31328,-1
0.88787,0.11148,-1
0.97069,0.16132,-1
0.55101,0.099047,-1
0.019807,0.83182,-1
0.59686,-0.72122,-1
-0.91782,-0.22849,-1
-0.27571,-0.09502,-1
0.10801,-0.16549,-1
0.29291,0.28988,-1
-0.17087,0.92138,-1
-0.26917,-0.16092,-1
0.63712,-0.12322,-1
-0.90764,-0.36617,-1
0.72518,0.085356,-1
0.26018,-0.79005,-1
0.059975,0.5585,-1
0.29095,-0.77579,-1
-0.69603,0.59175,-1
0.088499,-0.10226,-1
-0.015663,-0.86597,-1
-0.93297,-0.34413,-1
0.56606,0.65402,-1
0.49248,0.19469,-1
0.64247,0.61361,-1
0.30878,0.088767,-1
0.52232,0.41842,-1
0.14492,0.94212,-1
-0.12488,-0.52728,-1
-0.49913,-0.19659,-1
0.35947,0.028418,-1
0.12518,0.060811,-1
0.80656,-0.16821,-1
-0.41856,-0.19089,-1
0.14907,0.49328,-1
-0.010245,0.70105,-1
-0.0089591,-0.23083,-1
0.25474,0.7136,-1
-0.33408,-0.1874,-1
0.75408,-0.14375,-1
0.47811,-0.68642,-1
0.020392,0.31925,-1
-0.64298,0.025183,-1
-0.60761,-0.57027,-1
0.30642,-0.56594,-1
0.12354,0.18626,-1
0.72707,0.085249,-1
0.73715,0.347,-1
-0.71492,0.061488,-1
-0.76295,-0.60208,-1
-0.69531,-0.32108,-1
-0.39038,0.8666,-1
0.36983,-0.026498,-1
-0.32732,-0.17927,-1
-0.65556,0.61452,-1
-0.59858,-0.19844,-1
-0.011919,-0.40646,-1
-0.46803,-0.8417,-1
-0.055201,0.58713,-1
0.79231,0.35078,-1
-0.5836,0.62081,-1
-0.64458,-0.68397,-1
0.19556,0.76513,-1
0.015003,-0.86644,-1
0.53981,0.23981,-1
-0.033649,0.51846,-1
0.31925,-0.89105,-1
0.22768,0.6134,-1
-0.62868,-0.75472,-1
-0.80475,-0.12575,-1
0.70211,-0.35881,-1
-0.028268,0.33756,-1
0.89192,0.39238,-1
-0.062847,-0.6678,-1
0.10563,-0.75315,-1
0.53466,-0.34969,-1
0.44305,-0.20182,-1
0.94681,0.083211,-1
0.074301,0.75376,-1
-0.039789,-0.035877,-1
0.74562,-0.24737,-1
0.83461,-2.0381,1
1.3543,-1.3549,1
-0.8222,-2.0176,1
-1.7952,-0.83781,1
0.94482,1.5091,1
-1.8194,0.38419,1
-1.0993,1.6138,1
0.29834,1.8867,1
-1.827,-1.2003,1
-0.83167,2.0161,1
1.5434,-0.89578,1
1.8643,-1.1891,1
-0.071002,1.5865,1
1.1829,0.9898,1
0.54398,1.4524,1
-1.8754,0.0048998,1
-0.19275,-1.4239,1
0.57149,2.1254,1
0.026155,2.1168,1
0.85267,-1.148,1
-1.373,0.80214,1
-1.2862,-1.1584,1
0.15848,1.5388,1
1.6871,1.2579,1
-1.7333,-0.17326,1
-2.1729,0.31425,1
1.1112,1.5847,1
-1.5528,-1.4917,1
-2.0485,-0.58135,1
-1.2304,-1.7895,1
1.1309,1.4494,1
0.018312,-1.9075,1
0.36632,2.0644,1
-1.6778,-0.20502,1
0.40978,-1.8174,1
1.9295,0.27251,1
-0.64436,1.2773,1
1.3568,-1.3927,1
1.0185,-1.5046,1
-2.0418,-0.50298,1
1.148,-1.2759,1
2.0563,-0.67092,1
0.89241,-1.7138,1
0.97209,-1.2677,1
1.6997,1.2145,1
-1.1382,-1.5939,1
-0.42333,-1.408,1
-1.3896,-1.1531,1
0.61628,-1.9124,1
2.1295,0.46999,1
0.17941,-1.4032,1
-0.25435,-2.2058,1
-0.10774,1.7658,1
-0.098504,2.2162,1
-1.3162,-1.4429,1
-1.1938,1.7496,1
0.55687,-1.8477,1
-1.8591,0.65423,1
0.34534,-1.6545,1
1.9357,-0.11603,1
-0.64012,1.9597,1
1.332,1.6735,1
1.6807,-1.2001,1
-1.9548,-0.52238,1
2.1163,-0.33873,1
-1.1262,-1.3037,1
2.0016,-0.076591,1
-1.7548,-0.52266,1
-1.7494,-0.29317,1
1.1853,1.3518,1
-1.1034,1.4096,1
1.6949,0.28177,1
1.0494,1.6627,1
-0.049721,-1.8134,1
2.1781,0.42116,1
-1.3427,1.4935,1
1.0452,-1.2261,1
-0.63829,-1.6949,1
-0.6312,-1.6222,1
0.78823,1.9421,1
-2.0121,0.76894,1
-1.8917,-1.0645,1
1.9929,-0.1285,1
0.47878,1.6067,1
0.023652,1.6603,1
-0.16325,2.1303,1
0.0020506,-1.8929,1
-2.0229,0.56058,1
1.806,0.67506,1
-2.0463,-0.1096,1
0.4465,1.8324,1
0.62439,-1.9806,1
-0.56415,1.8407,1
1.8155,0.3181,1
-1.4488,-0.96388,1
0.82561,-1.2341,1
-1.2982,1.2036,1
-0.0013321,-1.4963,1
-2.2191,-0.1556,1
-1.5427,-0.40596,1
